"geneSymbol","modelName","tissue","cancerType","fc_clean","bf_scaled","modelId","geneId","isPanCancer","source"
"CNTFR","Mel-285","Eye","Melanoma","-0.14956","2.393","SIDM01793","SIDG05039","","Broad"
"MIEF1","Mel-285","Eye","Melanoma","-0.14941","2.395","SIDM01793","SIDG17750","","Broad"
"IGFL2","Mel-285","Eye","Melanoma","-0.14932","2.395","SIDM01793","SIDG12433","","Broad"
"LCN10","Mel-285","Eye","Melanoma","-0.14927","2.432","SIDM01793","SIDG14470","","Broad"
"PLXNA2","Mel-285","Eye","Melanoma","-0.14913","2.357","SIDM01793","SIDG25071","","Broad"
"SPINK4","Mel-285","Eye","Melanoma","-0.14906","2.412","SIDM01793","SIDG36307","","Broad"
"NECAP1","Mel-285","Eye","Melanoma","-0.14902","2.434","SIDM01793","SIDG21663","","Broad"
"DENND1C","Mel-285","Eye","Melanoma","-0.14894","2.516","SIDM01793","SIDG06363","","Broad"
"DBX2","Mel-285","Eye","Melanoma","-0.14876","2.3","SIDM01793","SIDG06089","","Broad"
"AP1G1","Mel-285","Eye","Melanoma","-0.14873","2.415","SIDM01793","SIDG01177","","Broad"
"ZBED6","Mel-285","Eye","Melanoma","-0.1487","2.518","SIDM01793","SIDG41412","","Broad"
"NXT2","Mel-285","Eye","Melanoma","-0.1487","2.354","SIDM01793","SIDG22535","","Broad"
"CKS2","Mel-285","Eye","Melanoma","-0.14861","2.437","SIDM01793","SIDG04755","","Broad"
"PLPP1","Mel-285","Eye","Melanoma","-0.14857","2.401","SIDM01793","SIDG25042","","Broad"
"FOXR1","Mel-285","Eye","Melanoma","-0.14854","2.433","SIDM01793","SIDG09332","","Broad"
"NFKBIB","Mel-285","Eye","Melanoma","-0.14849","2.52","SIDM01793","SIDG21796","","Broad"
"SLC6A19","Mel-285","Eye","Melanoma","-0.14846","2.434","SIDM01793","SIDG34608","","Broad"
"SETX","Mel-285","Eye","Melanoma","-0.14843","2.473","SIDM01793","SIDG34241","","Broad"
"ADGRL3","Mel-285","Eye","Melanoma","-0.1484","2.303","SIDM01793","SIDG00490","","Broad"
"BARX1","Mel-285","Eye","Melanoma","-0.14839","2.402","SIDM01793","SIDG02118","","Broad"
"STAU1","Mel-285","Eye","Melanoma","-0.14826","2.304","SIDM01793","SIDG36687","","Broad"
"IQCF5","Mel-285","Eye","Melanoma","-0.14813","2.435","SIDM01793","SIDG13193","","Broad"
"PROX1","Mel-285","Eye","Melanoma","-0.148","2.306","SIDM01793","SIDG25859","","Broad"
"ABR","Mel-285","Eye","Melanoma","-0.1479","2.525","SIDM01793","SIDG00156","","Broad"
"PFN1","Mel-285","Eye","Melanoma","-0.14785","2.421","SIDM01793","SIDG24395","","Broad"
"CSN2","Mel-285","Eye","Melanoma","-0.14782","2.422","SIDM01793","SIDG05518","","Broad"
"DOCK6","Mel-285","Eye","Melanoma","-0.14779","2.367","SIDM01793","SIDG06866","","Broad"
"PPP1R3A","Mel-285","Eye","Melanoma","-0.14778","2.439","SIDM01793","SIDG25524","","Broad"
"TERT","Mel-285","Eye","Melanoma","-0.14776","2.422","SIDM01793","SIDG37472","","Broad"
"CDKN1B","Mel-285","Eye","Melanoma","-0.14771","2.438","SIDM01793","SIDG04183","","Broad"
"HMX3","Mel-285","Eye","Melanoma","-0.14769","2.439","SIDM01793","SIDG11668","","Broad"
"CNOT6L","Mel-285","Eye","Melanoma","-0.14767","2.368","SIDM01793","SIDG05016","","Broad"
"PDE6G","Mel-285","Eye","Melanoma","-0.14766","2.408","SIDM01793","SIDG24239","","Broad"
"PALM","Mel-285","Eye","Melanoma","-0.14766","2.438","SIDM01793","SIDG23868","","Broad"
"FGF18","Mel-285","Eye","Melanoma","-0.14762","2.362","SIDM01793","SIDG09077","","Broad"
"PPP4R2","Mel-285","Eye","Melanoma","-0.14761","2.309","SIDM01793","SIDG25609","true","Broad"
"RNF40","Mel-285","Eye","Melanoma","-0.14761","2.527","SIDM01793","SIDG29108","","Broad"
"CAPRIN2","Mel-285","Eye","Melanoma","-0.1476","2.444","SIDM01793","SIDG03441","","Broad"
"C18orf63","Mel-285","Eye","Melanoma","-0.14749","2.48","SIDM01793","SIDG03189","","Broad"
"CCDC112","Mel-285","Eye","Melanoma","-0.14746","2.409","SIDM01793","SIDG03708","","Broad"
"FAM170A","Mel-285","Eye","Melanoma","-0.14737","2.44","SIDM01793","SIDG08626","","Broad"
"CRYBA4","Mel-285","Eye","Melanoma","-0.14736","2.311","SIDM01793","SIDG05458","","Broad"
"FRMD4B","Mel-285","Eye","Melanoma","-0.14734","2.446","SIDM01793","SIDG09498","","Broad"
"TIMP3","Mel-285","Eye","Melanoma","-0.14725","2.482","SIDM01793","SIDG37734","","Broad"
"SYT14","Mel-285","Eye","Melanoma","-0.14716","2.448","SIDM01793","SIDG37028","","Broad"
"MRPL23","Mel-285","Eye","Melanoma","-0.14713","2.427","SIDM01793","SIDG20050","","Broad"
"SESN3","Mel-285","Eye","Melanoma","-0.14708","2.372","SIDM01793","SIDG34203","","Broad"
"FAM222B","Mel-285","Eye","Melanoma","-0.14702","2.313","SIDM01793","SIDG08740","","Broad"
"NFE2L2","Mel-285","Eye","Melanoma","-0.147","2.373","SIDM01793","SIDG21776","","Broad"
"SCGB2B2","Mel-285","Eye","Melanoma","-0.14688","2.485","SIDM01793","SIDG33819","","Broad"
"ANK3","Mel-285","Eye","Melanoma","-0.14678","2.533","SIDM01793","SIDG00990","","Broad"
"TNN","Mel-285","Eye","Melanoma","-0.14642","2.488","SIDM01793","SIDG38268","","Broad"
"TMEM232","Mel-285","Eye","Melanoma","-0.14634","2.378","SIDM01793","SIDG38098","","Broad"
"PCDHGA8","Mel-285","Eye","Melanoma","-0.14624","2.378","SIDM01793","SIDG24092","","Broad"
"RHAG","Mel-285","Eye","Melanoma","-0.14613","2.379","SIDM01793","SIDG27162","","Broad"
"SLC25A18","Mel-285","Eye","Melanoma","-0.14606","2.373","SIDM01793","SIDG34818","","Broad"
"PNPLA1","Mel-285","Eye","Melanoma","-0.14601","2.321","SIDM01793","SIDG25154","","Broad"
"CRACR2B","Mel-285","Eye","Melanoma","-0.14585","2.453","SIDM01793","SIDG05375","","Broad"
"SDK2","Mel-285","Eye","Melanoma","-0.14584","2.375","SIDM01793","SIDG33938","","Broad"
"EPS8L2","Mel-285","Eye","Melanoma","-0.14579","2.454","SIDM01793","SIDG07914","","Broad"
"CYTH3","Mel-285","Eye","Melanoma","-0.14564","2.383","SIDM01793","SIDG06006","","Broad"
"SOCS5","Mel-285","Eye","Melanoma","-0.14563","2.324","SIDM01793","SIDG36038","","Broad"
"ATMIN","Mel-285","Eye","Melanoma","-0.1456","2.324","SIDM01793","SIDG01765","","Broad"
"RWDD4","Mel-285","Eye","Melanoma","-0.14551","2.544","SIDM01793","SIDG33546","","Broad"
"ZNF696","Mel-285","Eye","Melanoma","-0.1455","2.439","SIDM01793","SIDG42226","","Broad"
"CNTNAP2","Mel-285","Eye","Melanoma","-0.14544","2.495","SIDM01793","SIDG05051","","Broad"
"DPY19L4","Mel-285","Eye","Melanoma","-0.14541","2.326","SIDM01793","SIDG06958","","Broad"
"CCDC62","Mel-285","Eye","Melanoma","-0.1453","2.379","SIDM01793","SIDG03664","","Broad"
"FKBP5","Mel-285","Eye","Melanoma","-0.14517","2.327","SIDM01793","SIDG09159","","Broad"
"DYRK1A","Mel-285","Eye","Melanoma","-0.14514","2.328","SIDM01793","SIDG07198","","Broad"
"TGDS","Mel-285","Eye","Melanoma","-0.14512","2.547","SIDM01793","SIDG37565","","Broad"
"OLIG3","Mel-285","Eye","Melanoma","-0.14506","2.547","SIDM01793","SIDG22652","","Broad"
"HTR2B","Mel-285","Eye","Melanoma","-0.14506","2.328","SIDM01793","SIDG12173","","Broad"
"ENTPD7","Mel-285","Eye","Melanoma","-0.14503","2.498","SIDM01793","SIDG07848","","Broad"
"RNASE9","Mel-285","Eye","Melanoma","-0.14498","2.381","SIDM01793","SIDG29055","","Broad"
"TMEM158","Mel-285","Eye","Melanoma","-0.1449","2.382","SIDM01793","SIDG38010","","Broad"
"PATE4","Mel-285","Eye","Melanoma","-0.14486","2.459","SIDM01793","SIDG23961","","Broad"
"MVB12A","Mel-285","Eye","Melanoma","-0.14483","2.5","SIDM01793","SIDG21069","","Broad"
"ADAMTS10","Mel-285","Eye","Melanoma","-0.14482","2.429","SIDM01793","SIDG00410","","Broad"
"TUFM","Mel-285","Eye","Melanoma","-0.14457","2.461","SIDM01793","SIDG39961","","Broad"
"SMPD4","Mel-285","Eye","Melanoma","-0.14455","2.391","SIDM01793","SIDG35204","","Broad"
"EFNA3","Mel-285","Eye","Melanoma","-0.14453","2.463","SIDM01793","SIDG07437","","Broad"
"TNF","Mel-285","Eye","Melanoma","-0.14451","2.391","SIDM01793","SIDG38210","","Broad"
"NPL","Mel-285","Eye","Melanoma","-0.1445","2.552","SIDM01793","SIDG22153","","Broad"
"PRM2","Mel-285","Eye","Melanoma","-0.14449","2.468","SIDM01793","SIDG25821","","Broad"
"ZNF688","Mel-285","Eye","Melanoma","-0.14447","2.464","SIDM01793","SIDG42221","","Broad"
"YLPM1","Mel-285","Eye","Melanoma","-0.14444","2.333","SIDM01793","SIDG41334","","Broad"
"ZNF514","Mel-285","Eye","Melanoma","-0.14442","2.392","SIDM01793","SIDG42059","","Broad"
"C12orf56","Mel-285","Eye","Melanoma","-0.14441","2.462","SIDM01793","SIDG03059","","Broad"
"WFDC11","Mel-285","Eye","Melanoma","-0.14436","2.386","SIDM01793","SIDG41119","","Broad"
"CD58","Mel-285","Eye","Melanoma","-0.14435","2.392","SIDM01793","SIDG03973","","Broad"
"FAM83C","Mel-285","Eye","Melanoma","-0.14435","2.462","SIDM01793","SIDG08456","","Broad"
"LMLN","Mel-285","Eye","Melanoma","-0.1442","2.466","SIDM01793","SIDG16657","","Broad"
"SLC7A5","Mel-285","Eye","Melanoma","-0.1442","2.463","SIDM01793","SIDG34615","","Broad"
"AMFR","Mel-285","Eye","Melanoma","-0.14399","2.467","SIDM01793","SIDG00923","","Broad"
"TACC1","Mel-285","Eye","Melanoma","-0.14388","2.468","SIDM01793","SIDG37061","","Broad"
"ADCY10","Mel-285","Eye","Melanoma","-0.14374","2.469","SIDM01793","SIDG00449","","Broad"
"GATAD2A","Mel-285","Eye","Melanoma","-0.14369","2.469","SIDM01793","SIDG09899","","Broad"
"ZNF33B","Mel-285","Eye","Melanoma","-0.14355","2.475","SIDM01793","SIDG41698","","Broad"
"YWHAG","Mel-285","Eye","Melanoma","-0.14353","2.438","SIDM01793","SIDG41369","","Broad"
"C12orf40","Mel-285","Eye","Melanoma","-0.1435","2.471","SIDM01793","SIDG03052","","Broad"
"ITLN2","Mel-285","Eye","Melanoma","-0.14344","2.51","SIDM01793","SIDG13334","","Broad"
"EAF2","Mel-285","Eye","Melanoma","-0.14333","2.47","SIDM01793","SIDG07247","","Broad"
"LRP4","Mel-285","Eye","Melanoma","-0.14328","2.393","SIDM01793","SIDG16768","","Broad"
"GPR149","Mel-285","Eye","Melanoma","-0.14328","2.561","SIDM01793","SIDG10563","","Broad"
"NME3","Mel-285","Eye","Melanoma","-0.14325","2.342","SIDM01793","SIDG21963","","Broad"
"PGPEP1","Mel-285","Eye","Melanoma","-0.14315","2.401","SIDM01793","SIDG24487","","Broad"
"CYP11A1","Mel-285","Eye","Melanoma","-0.14292","2.514","SIDM01793","SIDG05973","","Broad"
"TRAM1L1","Mel-285","Eye","Melanoma","-0.14275","2.474","SIDM01793","SIDG38617","","Broad"
"IRF9","Mel-285","Eye","Melanoma","-0.14273","2.481","SIDM01793","SIDG13234","","Broad"
"G3BP1","Mel-285","Eye","Melanoma","-0.14259","2.482","SIDM01793","SIDG09669","","Broad"
"TP53I3","Mel-285","Eye","Melanoma","-0.14259","2.445","SIDM01793","SIDG38369","","Broad"
"CFAP58","Mel-285","Eye","Melanoma","-0.14253","2.446","SIDM01793","SIDG04438","","Broad"
"NPPC","Mel-285","Eye","Melanoma","-0.1425","2.399","SIDM01793","SIDG22212","","Broad"
"FTHL17","Mel-285","Eye","Melanoma","-0.14247","2.348","SIDM01793","SIDG09576","","Broad"
"KCTD16","Mel-285","Eye","Melanoma","-0.14245","2.517","SIDM01793","SIDG13615","","Broad"
"CYP4F12","Mel-285","Eye","Melanoma","-0.14239","2.518","SIDM01793","SIDG05945","","Broad"
"CLVS1","Mel-285","Eye","Melanoma","-0.14236","2.407","SIDM01793","SIDG04924","","Broad"
"CCL19","Mel-285","Eye","Melanoma","-0.14231","2.349","SIDM01793","SIDG03814","","Broad"
"PARP10","Mel-285","Eye","Melanoma","-0.14222","2.464","SIDM01793","SIDG23943","","Broad"
"DSE","Mel-285","Eye","Melanoma","-0.14217","2.519","SIDM01793","SIDG07008","","Broad"
"RNASE10","Mel-285","Eye","Melanoma","-0.14204","2.52","SIDM01793","SIDG29056","","Broad"
"NUSAP1","Mel-285","Eye","Melanoma","-0.14202","2.482","SIDM01793","SIDG22492","","Broad"
"ZNF770","Mel-285","Eye","Melanoma","-0.14201","2.402","SIDM01793","SIDG42298","","Broad"
"FKBP15","Mel-285","Eye","Melanoma","-0.142","2.402","SIDM01793","SIDG09168","","Broad"
"DCUN1D4","Mel-285","Eye","Melanoma","-0.14193","2.403","SIDM01793","SIDG06158","","Broad"
"DPP9","Mel-285","Eye","Melanoma","-0.14186","2.353","SIDM01793","SIDG06917","","Broad"
"EIF4EBP1","Mel-285","Eye","Melanoma","-0.14179","2.353","SIDM01793","SIDG07604","","Broad"
"EXOC7","Mel-285","Eye","Melanoma","-0.14161","2.453","SIDM01793","SIDG08210","","Broad"
"TRUB2","Mel-285","Eye","Melanoma","-0.14152","2.575","SIDM01793","SIDG39556","","Broad"
"CFAP221","Mel-285","Eye","Melanoma","-0.14143","2.407","SIDM01793","SIDG04456","","Broad"
"FBXO36","Mel-285","Eye","Melanoma","-0.14141","2.356","SIDM01793","SIDG08900","","Broad"
"LARP6","Mel-285","Eye","Melanoma","-0.14139","2.484","SIDM01793","SIDG14404","","Broad"
"IPO8","Mel-285","Eye","Melanoma","-0.1412","2.415","SIDM01793","SIDG13171","","Broad"
"ILRUN","Mel-285","Eye","Melanoma","-0.14118","2.493","SIDM01793","SIDG02891","","Broad"
"SELENOW","Mel-285","Eye","Melanoma","-0.14117","2.493","SIDM01793","SIDG34020","","Broad"
"NR3C1","Mel-285","Eye","Melanoma","-0.14115","2.489","SIDM01793","SIDG22257","","Broad"
"LLCFC1","Mel-285","Eye","Melanoma","-0.14111","2.494","SIDM01793","SIDG16636","","Broad"
"SPIRE2","Mel-285","Eye","Melanoma","-0.14093","2.58","SIDM01793","SIDG36322","","Broad"
"YBEY","Mel-285","Eye","Melanoma","-0.14092","2.36","SIDM01793","SIDG41300","","Broad"
"RTP5","Mel-285","Eye","Melanoma","-0.14087","2.581","SIDM01793","SIDG33514","","Broad"
"FAR2","Mel-285","Eye","Melanoma","-0.14085","2.418","SIDM01793","SIDG08801","","Broad"
"DCLRE1A","Mel-285","Eye","Melanoma","-0.14076","2.496","SIDM01793","SIDG06129","","Broad"
"PKN3","Mel-285","Eye","Melanoma","-0.14073","2.361","SIDM01793","SIDG24890","","Broad"
"FAM118B","Mel-285","Eye","Melanoma","-0.14064","2.46","SIDM01793","SIDG08558","","Broad"
"PKIA","Mel-285","Eye","Melanoma","-0.14063","2.489","SIDM01793","SIDG24875","","Broad"
"PERP","Mel-285","Eye","Melanoma","-0.14062","2.531","SIDM01793","SIDG24353","","Broad"
"GSX2","Mel-285","Eye","Melanoma","-0.14061","2.46","SIDM01793","SIDG10772","","Broad"
"ABTB1","Mel-285","Eye","Melanoma","-0.1405","2.493","SIDM01793","SIDG00163","","Broad"
"TBC1D30","Mel-285","Eye","Melanoma","-0.14047","2.421","SIDM01793","SIDG37255","","Broad"
"SBK1","Mel-285","Eye","Melanoma","-0.14045","2.364","SIDM01793","SIDG33717","","Broad"
"ATP11C","Mel-285","Eye","Melanoma","-0.14039","2.491","SIDM01793","SIDG01941","","Broad"
"N4BP2L2","Mel-285","Eye","Melanoma","-0.1403","2.533","SIDM01793","SIDG21258","","Broad"
"NHSL1","Mel-285","Eye","Melanoma","-0.14026","2.463","SIDM01793","SIDG21834","","Broad"
"GNG2","Mel-285","Eye","Melanoma","-0.14023","2.479","SIDM01793","SIDG10302","","Broad"
"SUV39H2","Mel-285","Eye","Melanoma","-0.14021","2.365","SIDM01793","SIDG36935","","Broad"
"CARS2","Mel-285","Eye","Melanoma","-0.14","2.481","SIDM01793","SIDG03473","","Broad"
"PNRC2","Mel-285","Eye","Melanoma","-0.14","2.424","SIDM01793","SIDG25169","","Broad"
"FAM71A","Mel-285","Eye","Melanoma","-0.13999","2.465","SIDM01793","SIDG08429","","Broad"
"KCNK2","Mel-285","Eye","Melanoma","-0.13993","2.417","SIDM01793","SIDG13543","","Broad"
"UNC13D","Mel-285","Eye","Melanoma","-0.1399","2.425","SIDM01793","SIDG40355","","Broad"
"SPANXN1","Mel-285","Eye","Melanoma","-0.13982","2.537","SIDM01793","SIDG36152","","Broad"
"MTHFD2L","Mel-285","Eye","Melanoma","-0.13979","2.537","SIDM01793","SIDG20695","","Broad"
"CERT1","Mel-285","Eye","Melanoma","-0.13976","2.589","SIDM01793","SIDG05100","","Broad"
"GAB2","Mel-285","Eye","Melanoma","-0.1397","2.59","SIDM01793","SIDG09680","","Broad"
"PSMB11","Mel-285","Eye","Melanoma","-0.13965","2.419","SIDM01793","SIDG26085","","Broad"
"CBY2","Mel-285","Eye","Melanoma","-0.13962","2.505","SIDM01793","SIDG36266","","Broad"
"SLC2A3","Mel-285","Eye","Melanoma","-0.13952","2.468","SIDM01793","SIDG34540","","Broad"
"METTL21A","Mel-285","Eye","Melanoma","-0.13943","2.421","SIDM01793","SIDG17633","","Broad"
"STRADB","Mel-285","Eye","Melanoma","-0.13933","2.499","SIDM01793","SIDG36769","","Broad"
"DNAJB1","Mel-285","Eye","Melanoma","-0.13926","2.373","SIDM01793","SIDG06724","","Broad"
"ANKRD23","Mel-285","Eye","Melanoma","-0.13915","2.374","SIDM01793","SIDG01050","","Broad"
"ZNF333","Mel-285","Eye","Melanoma","-0.1391","2.374","SIDM01793","SIDG41942","","Broad"
"KLHDC4","Mel-285","Eye","Melanoma","-0.13907","2.509","SIDM01793","SIDG13843","","Broad"
"ZCCHC7","Mel-285","Eye","Melanoma","-0.13904","2.504","SIDM01793","SIDG41501","","Broad"
"GUCA1C","Mel-285","Eye","Melanoma","-0.13903","2.501","SIDM01793","SIDG10853","","Broad"
"JPH4","Mel-285","Eye","Melanoma","-0.13902","2.488","SIDM01793","SIDG13409","","Broad"
"LAMA2","Mel-285","Eye","Melanoma","-0.13899","2.472","SIDM01793","SIDG14350","","Broad"
"DIABLO","Mel-285","Eye","Melanoma","-0.13892","2.51","SIDM01793","SIDG06558","","Broad"
"ASF1B","Mel-285","Eye","Melanoma","-0.13889","2.506","SIDM01793","SIDG01642","","Broad"
"NDUFB8","Mel-285","Eye","Melanoma","-0.13888","2.489","SIDM01793","SIDG21619","","Broad"
"HNRNPA3","Mel-285","Eye","Melanoma","-0.13882","2.506","SIDM01793","SIDG11759","","Broad"
"DPY30","Mel-285","Eye","Melanoma","-0.13881","2.376","SIDM01793","SIDG06959","","Broad"
"RAB11FIP2","Mel-285","Eye","Melanoma","-0.13878","2.474","SIDM01793","SIDG26510","","Broad"
"XPNPEP1","Mel-285","Eye","Melanoma","-0.13867","2.491","SIDM01793","SIDG41255","","Broad"
"BTBD11","Mel-285","Eye","Melanoma","-0.13867","2.504","SIDM01793","SIDG02585","","Broad"
"USP32","Mel-285","Eye","Melanoma","-0.13865","2.598","SIDM01793","SIDG40564","","Broad"
"TBL2","Mel-285","Eye","Melanoma","-0.13859","2.546","SIDM01793","SIDG37277","","Broad"
"MNDA","Mel-285","Eye","Melanoma","-0.13856","2.504","SIDM01793","SIDG19873","","Broad"
"ERC1","Mel-285","Eye","Melanoma","-0.13854","2.475","SIDM01793","SIDG07931","","Broad"
"CLEC18B","Mel-285","Eye","Melanoma","-0.13847","2.509","SIDM01793","SIDG04840","","Broad"
"RRM2B","Mel-285","Eye","Melanoma","-0.1384","2.6","SIDM01793","SIDG33416","","Broad"
"FABP4","Mel-285","Eye","Melanoma","-0.13835","2.601","SIDM01793","SIDG08285","","Broad"
"PAGR1","Mel-285","Eye","Melanoma","-0.13821","2.381","SIDM01793","SIDG23844","","Broad"
"CORO6","Mel-285","Eye","Melanoma","-0.13821","2.548","SIDM01793","SIDG05216","","Broad"
"SH3PXD2A","Mel-285","Eye","Melanoma","-0.1382","2.478","SIDM01793","SIDG34354","","Broad"
"SCGB3A2","Mel-285","Eye","Melanoma","-0.13817","2.438","SIDM01793","SIDG33822","","Broad"
"TESK1","Mel-285","Eye","Melanoma","-0.13816","2.511","SIDM01793","SIDG37476","","Broad"
"CASP10","Mel-285","Eye","Melanoma","-0.13815","2.495","SIDM01793","SIDG03516","","Broad"
"PMCH","Mel-285","Eye","Melanoma","-0.13813","2.495","SIDM01793","SIDG25082","","Broad"
"ME2","Mel-285","Eye","Melanoma","-0.13795","2.518","SIDM01793","SIDG17474","","Broad"
"MYO1H","Mel-285","Eye","Melanoma","-0.13791","2.383","SIDM01793","SIDG21180","","Broad"
"ZMYND10","Mel-285","Eye","Melanoma","-0.1379","2.513","SIDM01793","SIDG41663","","Broad"
"CHODL","Mel-285","Eye","Melanoma","-0.13782","2.432","SIDM01793","SIDG04603","","Broad"
"ZNF225","Mel-285","Eye","Melanoma","-0.13775","2.441","SIDM01793","SIDG41862","","Broad"
"MCU","Mel-285","Eye","Melanoma","-0.13759","2.511","SIDM01793","SIDG17449","","Broad"
"FAAP100","Mel-285","Eye","Melanoma","-0.13744","2.387","SIDM01793","SIDG08280","","Broad"
"TREM1","Mel-285","Eye","Melanoma","-0.13743","2.522","SIDM01793","SIDG38914","","Broad"
"ARL5A","Mel-285","Eye","Melanoma","-0.13736","2.501","SIDM01793","SIDG01484","","Broad"
"WDTC1","Mel-285","Eye","Melanoma","-0.13731","2.514","SIDM01793","SIDG41105","","Broad"
"FAM120A","Mel-285","Eye","Melanoma","-0.1373","2.501","SIDM01793","SIDG08559","","Broad"
"VPS37C","Mel-285","Eye","Melanoma","-0.13724","2.518","SIDM01793","SIDG40896","","Broad"
"MAJIN","Mel-285","Eye","Melanoma","-0.13721","2.502","SIDM01793","SIDG17138","","Broad"
"GPT2","Mel-285","Eye","Melanoma","-0.13715","2.486","SIDM01793","SIDG10605","","Broad"
"CLDN7","Mel-285","Eye","Melanoma","-0.1371","2.503","SIDM01793","SIDG04789","","Broad"
"TROAP","Mel-285","Eye","Melanoma","-0.13704","2.557","SIDM01793","SIDG39365","","Broad"
"H2AC21","Mel-285","Eye","Melanoma","-0.13704","2.446","SIDM01793","SIDG11360","","Broad"
"CDKL3","Mel-285","Eye","Melanoma","-0.13685","2.488","SIDM01793","SIDG04178","","Broad"
"PAK1","Mel-285","Eye","Melanoma","-0.13681","2.448","SIDM01793","SIDG23858","","Broad"
"TSFM","Mel-285","Eye","Melanoma","-0.13677","2.517","SIDM01793","SIDG39656","","Broad"
"SLC66A3","Mel-285","Eye","Melanoma","-0.13672","2.527","SIDM01793","SIDG25637","","Broad"
"COMMD10","Mel-285","Eye","Melanoma","-0.13648","2.616","SIDM01793","SIDG05163","","Broad"
"FES","Mel-285","Eye","Melanoma","-0.13647","2.616","SIDM01793","SIDG09023","","Broad"
"RNF19A","Mel-285","Eye","Melanoma","-0.13643","2.394","SIDM01793","SIDG29095","","Broad"
"TAX1BP3","Mel-285","Eye","Melanoma","-0.13622","2.526","SIDM01793","SIDG37198","","Broad"
"ZFHX4","Mel-285","Eye","Melanoma","-0.13597","2.527","SIDM01793","SIDG41570","","Broad"
"ARF1","Mel-285","Eye","Melanoma","-0.13585","2.512","SIDM01793","SIDG01327","","Broad"
"UBL3","Mel-285","Eye","Melanoma","-0.13582","2.529","SIDM01793","SIDG40200","","Broad"
"RASSF1","Mel-285","Eye","Melanoma","-0.13578","2.529","SIDM01793","SIDG26759","","Broad"
"CLK3","Mel-285","Eye","Melanoma","-0.13573","2.529","SIDM01793","SIDG04866","","Broad"
"B3GNT9","Mel-285","Eye","Melanoma","-0.13567","2.622","SIDM01793","SIDG02042","","Broad"
"APOBEC3G","Mel-285","Eye","Melanoma","-0.13566","2.567","SIDM01793","SIDG01252","","Broad"
"SOS2","Mel-285","Eye","Melanoma","-0.1356","2.497","SIDM01793","SIDG36073","","Broad"
"KIAA0232","Mel-285","Eye","Melanoma","-0.13559","2.514","SIDM01793","SIDG13674","","Broad"
"MYF6","Mel-285","Eye","Melanoma","-0.13556","2.457","SIDM01793","SIDG21118","","Broad"
"CT83","Mel-285","Eye","Melanoma","-0.13551","2.536","SIDM01793","SIDG05610","","Broad"
"TSPAN31","Mel-285","Eye","Melanoma","-0.13544","2.624","SIDM01793","SIDG39698","","Broad"
"MTO1","Mel-285","Eye","Melanoma","-0.1354","2.516","SIDM01793","SIDG20989","","Broad"
"AP1S2","Mel-285","Eye","Melanoma","-0.13533","2.45","SIDM01793","SIDG01182","","Broad"
"RABIF","Mel-285","Eye","Melanoma","-0.13531","2.499","SIDM01793","SIDG26571","","Broad"
"PCGF2","Mel-285","Eye","Melanoma","-0.1353","2.528","SIDM01793","SIDG24118","","Broad"
"C3orf52","Mel-285","Eye","Melanoma","-0.13529","2.459","SIDM01793","SIDG02814","","Broad"
"TMOD4","Mel-285","Eye","Melanoma","-0.13523","2.626","SIDM01793","SIDG38158","","Broad"
"RMDN1","Mel-285","Eye","Melanoma","-0.13519","2.571","SIDM01793","SIDG27282","","Broad"
"H1-7","Mel-285","Eye","Melanoma","-0.13512","2.539","SIDM01793","SIDG10920","","Broad"
"MITD1","Mel-285","Eye","Melanoma","-0.13511","2.501","SIDM01793","SIDG19769","","Broad"
"TRAPPC6B","Mel-285","Eye","Melanoma","-0.13506","2.53","SIDM01793","SIDG38640","","Broad"
"ZNF138","Mel-285","Eye","Melanoma","-0.13501","2.461","SIDM01793","SIDG41799","","Broad"
"TCEAL7","Mel-285","Eye","Melanoma","-0.13498","2.519","SIDM01793","SIDG37330","","Broad"
"BEND4","Mel-285","Eye","Melanoma","-0.13497","2.572","SIDM01793","SIDG02248","","Broad"
"PRDM11","Mel-285","Eye","Melanoma","-0.13486","2.536","SIDM01793","SIDG25702","","Broad"
"FGF6","Mel-285","Eye","Melanoma","-0.13474","2.63","SIDM01793","SIDG09050","","Broad"
"MAPK13","Mel-285","Eye","Melanoma","-0.13461","2.408","SIDM01793","SIDG17257","","Broad"
"FASTKD1","Mel-285","Eye","Melanoma","-0.13461","2.522","SIDM01793","SIDG08820","","Broad"
"TM4SF18","Mel-285","Eye","Melanoma","-0.13444","2.41","SIDM01793","SIDG37801","","Broad"
"TBRG4","Mel-285","Eye","Melanoma","-0.13444","2.632","SIDM01793","SIDG37284","","Broad"
"GRIA4","Mel-285","Eye","Melanoma","-0.13443","2.41","SIDM01793","SIDG10650","","Broad"
"MED20","Mel-285","Eye","Melanoma","-0.13424","2.525","SIDM01793","SIDG17514","true","Broad"
"SLC4A5","Mel-285","Eye","Melanoma","-0.13422","2.578","SIDM01793","SIDG34567","","Broad"
"GLO1","Mel-285","Eye","Melanoma","-0.13419","2.536","SIDM01793","SIDG10191","","Broad"
"DIP2B","Mel-285","Eye","Melanoma","-0.13387","2.461","SIDM01793","SIDG06582","","Broad"
"CNNM3","Mel-285","Eye","Melanoma","-0.13383","2.511","SIDM01793","SIDG05006","","Broad"
"CLHC1","Mel-285","Eye","Melanoma","-0.13381","2.47","SIDM01793","SIDG04846","","Broad"
