gene_pair_id	sorted_gene_pair	targetA	targetB	sgrna_group	cell_line_label	qc_group	cancer_type	depMapID	CMP_model_id	mean_norm_gi	median_norm_gi	variance_norm_gi	nexp	n_replicates	n_guide_pairs	n_sig_guide_pairs	pct_sig_guide_pairs	mean_grna_count_all	median_norm_gi_all	variance_norm_gi_all	svar	gi_t_score	plow	phigh	fdr	is_bassik_hit	targetA__is_single_depleted	targetB__is_single_depleted	targetA__is_expressed	targetB__is_expressed	targetA__is_depleted_mageck	targetB__is_depleted_mageck	targetA__is_enriched_mageck	targetB__is_enriched_mageck	targetA__is_depleted_bagel	targetB__is_depleted_bagel	targetA__is_common_essential_bagel2	targetB__is_common_essential_bagel2	targetA__is_common_nonessential_bagel2	targetB__is_common_nonessential_bagel2	targetA__is_common_essential_depmap_ceres	targetB__is_common_essential_depmap_ceres	targetA__is_common_essential_depmap_chronos	targetB__is_common_essential_depmap_chronos	targetA__is_common_nonessential_depmap_ceres	targetB__is_common_nonessential_depmap_ceres	targetA__is_depmap_dependent	targetA__n_depmap_dependent_cell_lines	targetB__is_depmap_dependent	targetB__n_depmap_dependent_cell_lines	targetA__tpm_log2ps1	targetB__tpm_log2ps1	targetA__total_copy_number	targetB__total_copy_number	CMP_mutation__gene_symbol	CMP_mutation__protein_mutation	CMP_mutation__rna_mutation	CMP_mutation__cdna_mutation	CMP_mutation__effect
DYNLT1|DYNLT3	DYNLT1|DYNLT3	DYNLT1	DYNLT3	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.470577272574113	0.477813024619564	0.570199473383866	69	3	23	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0193522494496938	2.75406917613458	0.997057033703461	0.00294296629653934	0.997057033703461	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	6.08363887925071	0	NA	NA					
ZDHHC13|ZDHHC17	ZDHHC13|ZDHHC17	ZDHHC13	ZDHHC17	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.383139472094768	0.493167865911145	0.942944194838796	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0208926914431258	2.75682524410551	0.997081723231412	0.00291827676858847	0.997081723231412	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	2.86393845042397	3.5197934862411	NA	NA					
DEGS1|DEGS2	DEGS1|DEGS2	DEGS1	DEGS2	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.457449771895806	0.449263199773787	0.528166782618584	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0165266134197551	2.75814108603329	0.997093444877545	0.00290655512245463	0.997093444877545	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	5.55642941544957	0.176322772640463	NA	NA					
SPTA1|SPTAN1	SPTA1|SPTAN1	SPTA1	SPTAN1	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.41972850935277	0.471117311783056	0.698311241118877	96	3	32	1	3.12	92.8015564202335	0.0946879545504303	1.0067842796169	0.0183176077197582	2.78130815418465	0.99729298403353	0.00270701596647038	0.99729298403353	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0.22650852980868	4.99729240763651	NA	NA					
KIT|SNTA1	KIT|SNTA1	KIT	SNTA1	Jen Uveal	921	921 D42	Uveal melanoma	ACH-001441	NA	0.4167426384256	0.460061433640772	0.505705521110926	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0162901790880956	2.86268848552332	0.997899683342549	0.00210031665745147	0.997899683342549	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	2.56559717585422	NA	NA					
PCBD2|PCBD1	PCBD1|PCBD2	PCBD2	PCBD1	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.581933436173871	0.478497949690426	0.657768535270206	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0178908423950354	2.86946469332927	0.997944163832498	0.00205583616750205	0.997944163832498	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	1.70043971814109	6.43596189543763	NA	NA					
MACF1|DST	DST|MACF1	MACF1	DST	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.390639347309258	0.471869702032283	0.522678307345122	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.016468839995824	2.93913248716809	0.998354338255876	0.00164566174412395	0.998354338255876	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4.29939120612683	3.58976348698498	NA	NA					
IKBKB|CHUK	CHUK|IKBKB	IKBKB	CHUK	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.400427072433607	0.482554590515796	0.599219559304444	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0172745373848695	2.9510679576736	0.99841661383211	0.00158338616789011	0.99841661383211	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4.4995270242151	3.26753579806873	NA	NA					
SERPINA11|HMSD	HMSD|SERPINA11	SERPINA11	HMSD	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	0.379578798295773	0.51416275707963	0.810764211901716	93	3	31	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0197796175535942	2.98261318395589	0.998571005240253	0.001428994759747	0.998571005240253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	NA	NA					
PTCH2|PTCH1	PTCH1|PTCH2	PTCH2	PTCH1	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.444868512044509	0.492580590808833	0.62565672493051	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.017552823338828	3.00325639737339	0.99866446353777	0.00133553646223017	0.99866446353777	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0.176322772640463	1.89917563048051	NA	NA					
RIMKLB|TTC7A	RIMKLB|TTC7A	RIMKLB	TTC7A	Emanuel	921	921 D42	Uveal melanoma	ACH-001441	NA	0.437989825320922	0.528364597978366	0.67056976028852	72	3	24	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0204116075875075	3.03548036307847	0.998799235693659	0.00120076430634131	0.998799235693659	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4.07382023329167	1.02147972741045	NA	NA					
DLL4|DLL1	DLL1|DLL4	DLL4	DLL1	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.522760503275184	0.504384434287747	0.669936021788481	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0180189212004909	3.05209353762988	0.998863743633451	0.00113625636654879	0.998863743633451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0.422233000683048	0.454175893185802	NA	NA					
CRYBB2|KIT	CRYBB2|KIT	CRYBB2	KIT	Jen Uveal	921	921 D42	Uveal melanoma	ACH-001441	NA	0.473072765162248	0.474710835885919	0.37208997246991	84	3	28	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0154499747929066	3.057354928034	0.998883501497923	0.00111649850207662	0.998883501497923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0.0976107966264223	0	NA	NA					
UTRN|DMD	DMD|UTRN	UTRN	DMD	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.419788840545934	0.522164852090559	0.674145140819424	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0180632277166061	3.18064332454899	0.999265257851471	0.000734742148528533	0.999265257851471	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	2.33913738491959	2.64616265715789	NA	NA					
MPC1|MPC1L	MPC1|MPC1L	MPC1	MPC1L	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.488607694348023	0.519679795134187	0.641354077013501	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0177180586239122	3.19280595623051	0.999295512035275	0.000704487964725109	0.999295512035275	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	6.39711840904258	0	NA	NA					
STX17|ZFYVE19	STX17|ZFYVE19	STX17	ZFYVE19	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	0.415212696513308	0.516947528357898	0.607491368190462	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0173616090573539	3.20467888340921	0.999323933800043	0.000676066199957304	0.999323933800043	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	2.62058641045188	4.08065766334523	NA	NA					
FLNC|FLNB	FLNB|FLNC	FLNC	FLNB	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	0.517108356207588	0.527609475139394	0.580926667628786	84	3	28	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0179660795538569	3.22985120923585	0.999380726717465	0.000619273282534749	0.999380726717465	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	3.24488705912353	3.33485426933163	NA	NA					
SUV39H1|SUV39H2	SUV39H1|SUV39H2	SUV39H1	SUV39H2	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.432966145194476	0.588901598808695	1.0234874034454	84	3	28	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0232981366118883	3.23783070685144	0.999397788714934	0.000602211285065768	0.999397788714934	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	1.48542682717024	2.99095486039699	NA	NA					
ENOX1|ENOX2	ENOX1|ENOX2	ENOX1	ENOX2	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.500660228818156	0.561189460245607	0.901570764239968	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0204571816473486	3.26159587437624	0.999446065192716	0.000553934807284051	0.999446065192716	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	1.0703893278914	2.26002565596146	NA	NA					
AP5M1|AP3M1	AP3M1|AP5M1	AP5M1	AP3M1	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	0.383420704774647	0.536956650702168	0.696885721429442	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0183026022493431	3.26911185208865	0.999460571777638	0.00053942822236186	0.999460571777638	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	3.24640808724638	4.31759350462347	NA	NA					
PXDNL|PXDN	PXDN|PXDNL	PXDNL	PXDN	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.471403940876317	0.536788180363862	0.682515709585845	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0181513389667789	3.28145462390186	0.999483634301587	0.000516365698413068	0.999483634301587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0.20163386116965	0.0285691521967709	NA	NA					
SERPINA9|HMSD	HMSD|SERPINA9	SERPINA9	HMSD	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	0.621416409457735	0.540008685188847	0.672091752024788	93	3	31	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0182723082071058	3.29439907180898	0.999506838209798	0.000493161790202201	0.999506838209798	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	NA	NA	NA	NA	0	0	NA	NA					
EPHA3|EFNB1	EFNB1|EPHA3	EPHA3	EFNB1	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	0.498784647229308	0.55352817305481	0.684751828253984	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0181748770580225	3.40349985943804	0.999667357762055	0.000332642237945269	0.999667357762055	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0.0565835283663675	1.44360665147561	NA	NA					
RBPJL|RBPJ	RBPJ|RBPJL	RBPJL	RBPJ	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.477242012120129	0.547074168588375	0.612321582172386	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0174124534150583	3.42830441558887	0.999696318002299	0.000303681997701144	0.999696318002299	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	NA	NA	NA	NA	0	4.61588707391606	NA	NA					
SBNO2|SBNO1	SBNO1|SBNO2	SBNO2	SBNO1	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.363511727166271	0.584311942466643	0.891694015086585	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0203532158667867	3.43199121471004	0.999700416516266	0.000299583483734045	0.999700416516266	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	NA	NA	NA	NA	3.30888505741176	2.4931349223055	NA	NA					
MBTD1|L3MBTL2	L3MBTL2|MBTD1	MBTD1	L3MBTL2	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.606976783388396	0.561609065377318	0.611795198753412	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0174069125369638	3.53901689945564	0.999799189929527	0.000200810070472679	0.999799189929527	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	3.87578006306849	3.4276061727819	NA	NA					
TPST2|TPST1	TPST1|TPST2	TPST2	TPST1	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.480713027029224	0.547787622111652	0.485721446938611	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0160798204125975	3.57316561875965	0.999823654233285	0.000176345766715214	0.999823654233285	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	2.22958792274065	2.32192809488736	NA	NA					
FAM126A|FAM126B	FAM126A|FAM126B	FAM126A	FAM126B	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.40069736962384	0.644218068728612	1.15785459781223	96	3	32	1	3.12	92.8015564202335	0.0946879545504303	1.0067842796169	0.0231549062112672	3.61135334895217	0.999847698343992	0.000152301656008103	0.999847698343992	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	5.24640808724638	1.29865831556452	NA	NA					
SEC31B|SEC31A	SEC31A|SEC31B	SEC31B	SEC31A	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.606656826737132	0.555232340625764	0.489195048391942	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0161163846384221	3.62775275678214	0.999857050579618	0.000142949420381955	0.999857050579618	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	2.9429835981871	5.52073652693764	NA	NA					
KIT|PDLIM5	KIT|PDLIM5	KIT	PDLIM5	Jen Uveal	921	921 D42	Uveal melanoma	ACH-001441	NA	0.626273388149632	0.536858241322449	0.349630756967311	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0146472868339523	3.65351556650206	0.999870662950752	0.000129337049247669	0.999870662950752	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	3.85996954822103	NA	NA					
TMEM120B|TMEM120A	TMEM120A|TMEM120B	TMEM120B	TMEM120A	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.543108106085553	0.570318044402282	0.55421127777362	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0168007660003345	3.66948215580631	0.999878478849347	0.000121521150652781	0.999878478849347	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	1.97452931248388	4.33913738491959	NA	NA					
HPS1|MYCN	HPS1|MYCN	HPS1	MYCN	Emanuel	921	921 D42	Uveal melanoma	ACH-001441	NA	0.462530798064851	0.562146069131271	0.496907068717795	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0161975637997468	3.67297399454615	0.999880128055004	0.000119871944995631	0.999880128055004	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	5.3212065669699	0	NA	NA					
PRDM16|MECOM	MECOM|PRDM16	PRDM16	MECOM	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.58247142159523	0.611239521577742	0.806167135511824	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0194529329238945	3.70357495634082	0.999893708835052	0.000106291164948091	0.999893708835052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0.20163386116965	0.594548549550354	NA	NA					
TBC1D1|TBC1D4	TBC1D1|TBC1D4	TBC1D1	TBC1D4	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.604740863017886	0.59729212766013	0.684472715100357	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0181719390248264	3.72842537259454	0.999903660025475	9.63399745252946e-05	0.999903660025475	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4.61706334388818	4.25625587320273	NA	NA					
NAT8L|TTC7A	NAT8L|TTC7A	NAT8L	TTC7A	Emanuel	921	921 D42	Uveal melanoma	ACH-001441	NA	0.439228251752656	0.603122918863778	0.720193079765078	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0185479428634024	3.73325395618083	0.999905489081804	9.45109181957893e-05	0.999905489081804	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	2.34482849699744	1.02147972741045	NA	NA					
FRY|FRYL	FRY|FRYL	FRY	FRYL	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.583075702514538	0.59144734059749	0.571815654484091	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0169860752288657	3.81153191045312	0.999930945888841	6.90541111594278e-05	0.999930945888841	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0.879705766282288	4.14159627838382	NA	NA					
ZNF146|ZNF260	ZNF146|ZNF260	ZNF146	ZNF260	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.612506126002821	0.629391489352823	0.737413271682911	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0187292080414849	3.90708939649075	0.999953292700581	4.67072994193574e-05	0.999953292700581	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	6.0723202160327	2.84599177066457	NA	NA					
NETO1|NETO2	NETO1|NETO2	NETO1	NETO2	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.647787212377169	0.627551129298943	0.606584041773968	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0173520582529697	4.04520196418374	0.999973860982327	2.61390176725662e-05	0.999973860982327	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	4.73822740036724	NA	NA					
LATS1|LATS2	LATS1|LATS2	LATS1	LATS2	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.675846602111893	0.633336187440538	0.524207925295245	90	3	30	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0168569397651122	4.14873668839058	0.999983284246184	1.6715753815566e-05	0.999983284246184	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	2.29278174922785	2.59931779369823	NA	NA					
DBT|OGDHL	DBT|OGDHL	DBT	OGDHL	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	0.493187973461389	0.66809057618292	0.595878458065498	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0172393678981437	4.36715901264138	0.999993706345503	6.29365449733577e-06	0.999993706345503	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	1.68706068833989	1.98185265328974	NA	NA					
CHSY3|CHSY1	CHSY1|CHSY3	CHSY3	CHSY1	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.566580835637916	0.67834945409253	0.643276852069715	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.017738298361346	4.38232990869427	0.999994129158617	5.87084138281568e-06	0.999994129158617	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0.985500430304885	2.44625622988956	NA	NA					
ABCG2|MBD4	ABCG2|MBD4	ABCG2	MBD4	Jen Uveal	921	921 D42	Uveal melanoma	ACH-001441	NA	0.530559155657744	0.65293221113917	0.488361951290568	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0161076151952497	4.39854096075738	0.999994550946996	5.44905300381426e-06	0.999994550946996	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	2.84799690655495	NA	NA					
ADARB2|ADARB1	ADARB1|ADARB2	ADARB2	ADARB1	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.64789396848167	0.699282053176144	0.748402184949296	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.01884488081271	4.40420176115826	0.999994691295259	5.30870474146905e-06	0.999994691295259	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	3.82984955984469	NA	NA					
PLCG1|PLCG2	PLCG1|PLCG2	PLCG1	PLCG2	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.550574712105635	0.683206299932625	0.642658450413173	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0177317888702245	4.41960778087705	0.999995055990151	4.94400984929477e-06	0.999995055990151	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	5.71863561627134	0.526068811667588	NA	NA					
GDF15|TP53	GDF15|TP53	GDF15	TP53	Emanuel	921	921 D42	Uveal melanoma	ACH-001441	NA	0.697653943307336	0.728907594935731	0.893367858682927	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.020370835273064	4.44360317688985	0.999995576764875	4.42323512461762e-06	0.999995576764875	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	1.95233356636969	4.55213110825378	NA	NA					
OSBPL6|KLF5	KLF5|OSBPL6	OSBPL6	KLF5	Emanuel	921	921 D42	Uveal melanoma	ACH-001441	NA	0.68240111845145	0.707672401991259	0.656949390607839	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.017882219819642	4.58393806588314	0.999997718502781	2.28149721881454e-06	0.999997718502781	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0.505890929729957	2.26002565596146	NA	NA					
GOLPH3|GOLPH3L	GOLPH3|GOLPH3L	GOLPH3	GOLPH3L	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.77179332362585	0.800438377434971	0.95160098970945	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.020983815599659	4.87201836261502	0.999999447680504	5.52319495805698e-07	0.999999447680504	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4.67919857056692	3.27202318906105	NA	NA					
ALAS1|ALAS2	ALAS1|ALAS2	ALAS1	ALAS2	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.659626043061683	0.737146868712674	0.522386320659146	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.016465766451761	5.00673244559446	0.99999972319102	2.7680897984883e-07	0.99999972319102	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	3.77925972037238	0.01435529297707	NA	NA					
ACACB|ACACA	ACACA|ACACB	ACACB	ACACA	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.617508828305925	0.72498532443589	0.432120877468225	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0155156038918566	5.06012392497478	0.999999790507962	2.09492037606118e-07	0.999999790507962	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	1.40599235967584	4.70154905694307	NA	NA					
CDK17|CDK16	CDK16|CDK17	CDK17	CDK16	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	0.803505425848492	0.759758816209543	0.401391782835646	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0151921397378295	5.39583235015054	0.999999965896694	3.41033058459672e-08	0.999999965896694	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	2.99457972421575	4.60407132366886	NA	NA					
SEC11A|SEC11C	SEC11A|SEC11C	SEC11A	SEC11C	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.934282563686946	0.999782318430595	1.38148173124909	84	3	28	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.027611321284222	5.44691083233231	0.99999997437393	2.56260698217048e-08	0.99999997437393	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	7.320033313924	5.91934008244201	NA	NA					
TMEM185B|TMEM185A	TMEM185A|TMEM185B	TMEM185B	TMEM185A	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.858350709200756	0.802191215718373	0.411638020290108	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0152999948689291	5.7198258145326	0.999999994668334	5.33166566452081e-09	0.999999994668334	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	3.44228003525258	3.1554254317472	NA	NA					
MAP4K4|FOXA1	FOXA1|MAP4K4	MAP4K4	FOXA1	Emanuel	921	921 D42	Uveal melanoma	ACH-001441	NA	0.837880843185044	0.898180038373992	0.680425736722925	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0181293392524324	5.96747508413118	0.999999998795235	1.20476528753244e-09	0.999999998795235	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4.57410150808939	0.0565835283663675	NA	NA					
RC3H2|RC3H1	RC3H1|RC3H2	RC3H2	RC3H1	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	0.947446068438537	0.945668317066291	0.835153776434294	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0197580554599205	6.05407000070407	0.999999999293844	7.06155911522899e-10	0.999999999293844	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	2.99638874644762	1.71369581484336	NA	NA					
